possession_team,quarter,down,yards_to_go,yards_to_endzone,seconds_in_half_remaining,score_diff_offense,called_pass,play_result,description,cfl_game_id,play_id,distance_bucket,field_bucket,score_bucket,time_bucket
MTL,4,2,2.0,71.0,34,15.0,0,Nothing,Shotgun #25 W.Fletcher rush middle for 1 yard gain to the MTL40 (#94 D.Adams),6401,35-2	,Short (1-3),Own Territory,Leading 8+,2-min
HAM,1,1,15.0,83.0,1713,0.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 1 yard gain to the HAM28 (#9 J.Vaughters),6402,1-2	,Long (8+),Own Deep,Tied,Early Half
HAM,1,2,14.0,82.0,1713,0.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete deep right to #17 S.Bridges thrown to CGY45,6402,1-3	,Long (8+),Own Deep,Tied,Early Half
CGY,1,1,10.0,64.0,1713,0.0,1,Nothing,Shotgun #12 J.Maier pass incomplete deep right to #17 C.Echols thrown to HAM41,6402,2-1	,Long (8+),Own Territory,Tied,Early Half
CGY,1,2,10.0,64.0,1574,0.0,1,Nothing,"Shotgun #12 J.Maier pass complete deep middle to #17 C.Echols caught at HAM38, for 26 yards to the HAM38 (#25 M.Milton; #6 S.Dunbar Jr), 1ST DOWN",6402,2-2	,Long (8+),Own Territory,Tied,Early Half
CGY,1,1,10.0,38.0,1574,0.0,0,Nothing,Shotgun #26 D.Mills rush middle for 3 yards gain to the HAM35 (#15 K.Wilson),6402,2-3	,Long (8+),Opponent Territory,Tied,Early Half
CGY,1,2,7.0,35.0,1574,0.0,1,Nothing,Shotgun #12 J.Maier pass incomplete short left to #84 R.Begelton thrown to HAM31 broken up by #30 S.Katsantonis,6402,2-4	,Medium (4-7),Opponent Territory,Tied,Early Half
HAM,1,1,10.0,70.0,1570,-3.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #12 T.White caught at HAM37, for 5 yards to the HAM45 (#6 D.Houston)",6402,3-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,2,5.0,65.0,1418,-3.0,0,Nothing,"No Huddle-Shotgun #19 B.Mitchell rush right for 12 yards gain to the CGY53, End Of Play, 1ST DOWN",6402,3-2	,Medium (4-7),Own Territory,Trailing 1-7,Early Half
HAM,1,1,10.0,53.0,1418,-3.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete short right to #12 T.White thrown to CGY52,6402,3-3	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,2,10.0,53.0,1418,-3.0,1,LossOfYards,No Huddle-Shotgun #19 B.Mitchell sacked for loss of 9 yards to the HAM48 (#73 C.Hicks),6402,3-4	,Long (8+),Midfield,Trailing 1-7,Early Half
CGY,1,1,10.0,100.0,1418,3.0,0,Nothing,Shotgun #26 D.Mills rush middle for 5 yards gain to the CGY15 (#44 C.Sayles),6402,4-1	,Long (8+),Own Deep,Leading 1-7,Early Half
CGY,1,2,5.0,95.0,1064,3.0,0,Nothing,Shotgun #26 D.Mills rush middle for 4 yards gain to the CGY19 (#15 K.Wilson),6402,4-2	,Medium (4-7),Own Deep,Leading 1-7,Early Half
CGY,1,3,1.0,91.0,1064,3.0,0,Nothing,"#15 T.Stevens rush right for 1 yard gain to the CGY20 (#23 R.Leonard), 1ST DOWN",6402,4-3	,Short (1-3),Own Deep,Leading 1-7,Early Half
CGY,1,1,10.0,90.0,1064,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete deep right to #80 M.Michel caught at CGY43, for 25 yards to the CGY45 (#3 K.George), 1ST DOWN",6402,4-4	,Long (8+),Own Deep,Leading 1-7,Early Half
CGY,1,1,10.0,65.0,1064,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #84 R.Begelton caught at CGY41, for 2 yards loss to the CGY43 (#14 D.Lawson Jr)",6402,4-5	,Long (8+),Own Territory,Leading 1-7,Early Half
CGY,1,2,12.0,67.0,1064,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #85 J.Philpot caught at CGY55, for 16 yards to the HAM51 (#30 S.Katsantonis), 1ST DOWN",6402,4-6	,Long (8+),Own Territory,Leading 1-7,Early Half
CGY,1,1,10.0,51.0,1064,3.0,0,Nothing,Shotgun #26 D.Mills rush middle for 3 yards gain to the HAM48 (#0 R.Wilborn),6402,4-7	,Long (8+),Midfield,Leading 1-7,Early Half
CGY,1,2,7.0,48.0,1064,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #14 C.Barnes caught at HAM46, for 3 yards to the HAM45 (#14 D.Lawson Jr)",6402,4-8	,Medium (4-7),Midfield,Leading 1-7,Early Half
HAM,1,1,10.0,70.0,1064,-6.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #6 S.Dunbar Jr caught at HAM40, for 1 yard to the HAM41 (#27 R.Randle Jr.)",6402,5-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,2,9.0,69.0,1683,-6.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #17 S.Bridges caught at HAM50, for 10 yards to the HAM51 (#6 D.Houston), out of bounds, 1ST DOWN",6402,5-2	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,1,10.0,59.0,1683,-6.0,1,Penalty,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #6 S.Dunbar Jr caught at HAM49, for 4 yards to the HAM55 (#27 R.Randle Jr.) PENALTY HAM Unnecessary roughness (#57 B.Revenberg) 15 yards from CGY55 to HAM40",6402,5-3	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,2,21.0,70.0,1683,-6.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #4 B.O'Leary-Orange caught at CGY51, for 25 yards to the CGY45 (#27 R.Randle Jr.), 1ST DOWN",6402,5-4	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,1,10.0,45.0,1683,-6.0,0,Nothing,"No Huddle-Shotgun #9 J.Butler rush middle for 12 yards gain to the CGY33 (#3 B.Dozier), 1ST DOWN",6402,5-5	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,1,10.0,33.0,1683,-6.0,0,Nothing,"Shotgun #9 J.Butler rush middle for 11 yards gain to the CGY22 (#38 A.Konar), 1ST DOWN",6402,5-6	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
HAM,2,1,10.0,22.0,783,-6.0,0,Nothing,"Shotgun #9 J.Butler rush middle for 12 yards gain to the CGY10 (#95 J.Howsare), 1ST DOWN",6402,5-7	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
HAM,2,1,10.0,10.0,783,-6.0,0,Nothing,Shotgun #9 J.Butler rush middle for 7 yards gain to the CGY03 (#7 M.Awe),6402,5-8	,Long (8+),Red Zone,Trailing 1-7,Early Half
HAM,2,2,3.0,3.0,783,-6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete deep middle to #12 T.White thrown to CGY-19,6402,5-9	,Short (1-3),Red Zone,Trailing 1-7,Early Half
CGY,2,1,10.0,70.0,783,3.0,0,Nothing,Shotgun #26 D.Mills rush middle for 8 yards gain to the CGY48 (#3 K.George),6402,6-1	,Long (8+),Own Territory,Leading 1-7,Early Half
CGY,2,2,2.0,62.0,538,3.0,0,Nothing,"Shotgun #26 D.Mills rush middle for 2 yards gain to the CGY50 (#11 B.Barlow), 1ST DOWN",6402,6-2	,Short (1-3),Own Territory,Leading 1-7,Late Half
CGY,2,1,10.0,60.0,538,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete short middle to #84 R.Begelton caught at HAM42, for 18 yards to the HAM42 (#30 S.Katsantonis), 1ST DOWN",6402,6-3	,Long (8+),Midfield,Leading 1-7,Late Half
CGY,2,1,10.0,42.0,538,3.0,0,Nothing,"Shotgun #26 D.Mills rush right for 23 yards gain to the HAM19 (#23 R.Leonard), 1ST DOWN",6402,6-4	,Long (8+),Midfield,Leading 1-7,Late Half
CGY,2,1,10.0,19.0,538,3.0,1,LossOfYards,Shotgun #12 J.Maier sacked for loss of 6 yards to the HAM25 (#44 C.Sayles),6402,6-5	,Long (8+),Red Zone,Leading 1-7,Late Half
CGY,2,2,16.0,25.0,538,3.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #28 B.Emmons caught at HAM30, for 7 yards to the HAM18 (#0 R.Wilborn)",6402,6-6	,Long (8+),Opponent Territory,Leading 1-7,Late Half
HAM,2,1,10.0,70.0,538,-6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short left to #12 T.White thrown to HAM55,6402,7-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
HAM,2,2,10.0,70.0,522,-6.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short middle to #6 S.Dunbar Jr caught at HAM45, for 13 yards to the HAM53 (#0 K.Williams), 1ST DOWN",6402,7-2	,Long (8+),Own Territory,Trailing 1-7,Late Half
HAM,2,1,10.0,57.0,349,-6.0,0,Nothing,Shotgun #9 J.Butler rush left for 3 yards gain to the CGY54 (#7 M.Awe),6402,7-3	,Long (8+),Midfield,Trailing 1-7,Late Half
HAM,2,2,7.0,54.0,349,-6.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short left to #17 S.Bridges caught at CGY49, for 7 yards to the CGY47 (#95 J.Howsare), 1ST DOWN",6402,7-4	,Medium (4-7),Midfield,Trailing 1-7,Late Half
HAM,2,1,10.0,47.0,349,-6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete deep right to #12 T.White thrown to CGY01,6402,7-5	,Long (8+),Midfield,Trailing 1-7,Late Half
HAM,2,2,10.0,47.0,349,-6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short left to #17 S.Bridges thrown to CGY35,6402,7-6	,Long (8+),Midfield,Trailing 1-7,Late Half
CGY,2,1,10.0,70.0,332,5.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #14 C.Barnes caught at HAM55, for 15 yards to the CGY55 (#26 D.Talbert), 1ST DOWN",6402,8-1	,Long (8+),Own Territory,Leading 1-7,Late Half
CGY,2,1,10.0,55.0,165,5.0,0,Nothing,"Shotgun #26 D.Mills rush middle for 20 yards gain to the HAM35 (#37 L.Woods III), 1ST DOWN",6402,8-2	,Long (8+),Midfield,Leading 1-7,Late Half
CGY,2,1,10.0,35.0,165,5.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #14 C.Barnes caught at HAM26, for 9 yards to the HAM26 (#37 L.Woods III), out of bounds",6402,8-3	,Long (8+),Opponent Territory,Leading 1-7,Late Half
CGY,2,2,1.0,26.0,165,5.0,0,Nothing,"#15 T.Stevens rush middle for 2 yards gain to the HAM24 (#0 R.Wilborn), 1ST DOWN",6402,8-4	,Short (1-3),Opponent Territory,Leading 1-7,Late Half
CGY,2,1,10.0,24.0,165,5.0,1,Nothing,"Shotgun #12 J.Maier pass complete short middle to #26 D.Mills caught at HAM26, for 17 yards to the HAM07 (#30 S.Katsantonis), 1ST DOWN",6402,8-5	,Long (8+),Opponent Territory,Leading 1-7,Late Half
CGY,2,1,7.0,7.0,165,5.0,1,Touchdown,"Shotgun #12 J.Maier pass complete deep middle to #17 C.Echols caught at HAM-15, for 7 yards to the HAM00 TOUCHDOWN, clock 02:26",6402,8-6	,Medium (4-7),Red Zone,Leading 1-7,Late Half
HAM,2,1,10.0,68.0,141,-12.0,1,Interception,"No Huddle-Shotgun #19 B.Mitchell pass intercepted by #6 D.Houston at CGY53 #6 D.Houston return 24 yards to the HAM33 (#64 C.Woodmansey), out of bounds",6402,10-1	,Long (8+),Own Territory,Trailing 8+,Late Half
CGY,2,2,7.0,30.0,75,12.0,0,Nothing,Shotgun #85 J.Philpot rush middle for 4 yards gain to the HAM26 (#11 B.Barlow),6402,11-2	,Medium (4-7),Opponent Territory,Leading 8+,2-min
HAM,2,1,10.0,70.0,75,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short left to #12 T.White caught at HAM42, for 2 yards to the HAM42 (#4 C.Judge)",6402,12-1	,Long (8+),Own Territory,Trailing 8+,2-min
HAM,2,2,8.0,68.0,24,-15.0,0,Nothing,"No Huddle-Shotgun #19 B.Mitchell rush middle for 16 yards gain to the CGY52 (#41 M.Rose), 1ST DOWN",6402,12-2	,Long (8+),Own Territory,Trailing 8+,2-min
HAM,2,1,10.0,52.0,24,-15.0,0,Nothing,"No Huddle-Shotgun #9 J.Butler rush middle for 17 yards gain to the CGY35 (#95 J.Howsare), 1ST DOWN",6402,12-3	,Long (8+),Midfield,Trailing 8+,2-min
HAM,2,1,10.0,35.0,24,-15.0,1,Nothing,"Shotgun #7 T.Powell pass complete short left to #4 B.O'Leary-Orange caught at CGY30, for 12 yards to the CGY23 (#40 B.Sanders), 1ST DOWN",6402,12-4	,Long (8+),Opponent Territory,Trailing 8+,2-min
CGY,3,1,10.0,75.0,1795,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #14 C.Barnes caught at CGY40, for 6 yards to the CGY41 (#37 L.Woods III)",6402,15-1	,Long (8+),Own Territory,Leading 8+,Early Half
CGY,3,2,4.0,69.0,1597,12.0,0,Nothing,"Shotgun #26 D.Mills rush middle for 6 yards gain to the CGY47 (#0 R.Wilborn), 1ST DOWN",6402,15-2	,Medium (4-7),Own Territory,Leading 8+,Early Half
CGY,3,1,10.0,63.0,1597,12.0,0,Nothing,Shotgun #28 B.Emmons rush right for 2 yards gain to the CGY49 (#3 K.George),6402,15-3	,Long (8+),Own Territory,Leading 8+,Early Half
CGY,3,2,8.0,61.0,1597,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #85 J.Philpot caught at CGY55, for 7 yards to the HAM54 (#37 L.Woods III)",6402,15-4	,Long (8+),Own Territory,Leading 8+,Early Half
HAM,3,1,10.0,89.0,1597,-12.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short right to #40 J.Tuck caught at HAM23, for 8 yards to the HAM29 (#4 C.Judge)",6402,16-1	,Long (8+),Own Deep,Trailing 8+,Early Half
HAM,3,2,2.0,81.0,1377,-12.0,0,Nothing,"#9 J.Butler rush middle for 3 yards gain to the HAM32 (#7 M.Awe), 1ST DOWN",6402,16-2	,Short (1-3),Own Deep,Trailing 8+,Early Half
HAM,3,1,10.0,78.0,1377,-12.0,0,Nothing,"Shotgun #9 J.Butler rush middle for 29 yards gain to the CGY49 (#31 T.Roberson), 1ST DOWN",6402,16-3	,Long (8+),Own Territory,Trailing 8+,Early Half
HAM,3,1,10.0,49.0,1377,-12.0,0,Nothing,"Shotgun #9 J.Butler rush middle for 12 yards gain to the CGY37 (#7 M.Awe), 1ST DOWN",6402,16-4	,Long (8+),Midfield,Trailing 8+,Early Half
HAM,3,1,10.0,37.0,1377,-12.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 2 yards gain to the CGY35 (#9 J.Vaughters),6402,16-5	,Long (8+),Opponent Territory,Trailing 8+,Early Half
HAM,3,2,13.0,40.0,1377,-12.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete deep middle to #17 S.Bridges thrown to CGY05,6402,16-7	,Long (8+),Opponent Territory,Trailing 8+,Early Half
CGY,3,1,10.0,32.0,1349,12.0,1,Nothing,Shotgun #12 J.Maier pass incomplete short left to #80 M.Michel thrown to HAM26,6402,17-1	,Long (8+),Opponent Territory,Leading 8+,Early Half
CGY,3,2,10.0,32.0,1276,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #26 D.Mills caught at HAM31, for 2 yards to the HAM30 (#15 K.Wilson)",6402,17-2	,Long (8+),Opponent Territory,Leading 8+,Early Half
HAM,3,1,10.0,70.0,1262,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short right to #17 S.Bridges caught at HAM45, for 7 yards to the HAM47 (#6 D.Houston)",6402,18-1	,Long (8+),Own Territory,Trailing 8+,Early Half
HAM,3,2,3.0,63.0,900,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short middle to #4 B.O'Leary-Orange caught at CGY50, for 13 yards to the CGY50 (#27 R.Randle Jr.), 1ST DOWN",6402,18-2	,Short (1-3),Own Territory,Trailing 8+,Early Half
HAM,3,1,10.0,50.0,900,-15.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short left to #85 K.Smith thrown to CGY48,6402,18-3	,Long (8+),Midfield,Trailing 8+,Early Half
HAM,3,2,10.0,50.0,900,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short right to #85 K.Smith caught at CGY38, for 12 yards to the CGY38 (#31 T.Roberson), 1ST DOWN",6402,18-4	,Long (8+),Midfield,Trailing 8+,Early Half
HAM,3,1,10.0,38.0,900,-15.0,0,Nothing,"No Huddle #9 J.Butler rush middle for 7 yards gain to the CGY31 (#9 J.Vaughters) PENALTY HAM Holding, offence (#53 B.Bordner) 10 yards from CGY38 to CGY48. NO PLAY",6402,18-5	,Long (8+),Opponent Territory,Trailing 8+,Early Half
HAM,3,1,20.0,48.0,900,-15.0,0,Nothing,"No Huddle-Shotgun #19 B.Mitchell rush middle for 8 yards gain to the CGY40, End Of Play",6402,18-6	,Long (8+),Midfield,Trailing 8+,Early Half
HAM,3,2,12.0,40.0,900,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #85 K.Smith caught at CGY35, for 6 yards to the CGY34 (#3 B.Dozier)",6402,18-7	,Long (8+),Opponent Territory,Trailing 8+,Early Half
HAM,3,3,6.0,34.0,900,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #9 J.Butler caught at CGY36, for 12 yards to the CGY22 (#40 B.Sanders), 1ST DOWN",6402,18-8	,Medium (4-7),Opponent Territory,Trailing 8+,Early Half
HAM,3,1,10.0,22.0,900,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #6 S.Dunbar Jr caught at CGY24, for 13 yards to the CGY09 (#98 K.Boahen), 1ST DOWN",6402,18-9	,Long (8+),Opponent Territory,Trailing 8+,Early Half
HAM,3,1,9.0,9.0,900,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short left to #40 J.Tuck caught at CGY10, for 5 yards to the CGY04 (#6 D.Houston)",6402,18-10	,Long (8+),Red Zone,Trailing 8+,Early Half
HAM,3,2,4.0,4.0,900,-15.0,0,Nothing,No Huddle #9 J.Butler rush middle for 3 yards gain to the CGY01 (#3 B.Dozier),6402,18-11	,Medium (4-7),Red Zone,Trailing 8+,Early Half
HAM,4,3,1.0,1.0,900,-15.0,0,Touchdown,"#34 A.Milanovic-Litre rush middle for 1 yard gain to the CGY00 TOUCHDOWN, clock 14:44",6402,18-12	,Short (1-3),Red Zone,Trailing 8+,Early Half
CGY,4,1,10.0,60.0,863,8.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #17 C.Echols caught at CGY51, for 7 yards to the HAM53 (#14 D.Lawson Jr), out of bounds",6402,20-1	,Long (8+),Midfield,Leading 8+,Early Half
CGY,4,2,3.0,53.0,690,8.0,0,Nothing,"Shotgun #28 B.Emmons rush right for 7 yards gain to the HAM46 (#25 M.Milton), 1ST DOWN",6402,20-2	,Short (1-3),Midfield,Leading 8+,Early Half
CGY,4,1,10.0,46.0,690,8.0,1,Nothing,"Shotgun #12 J.Maier pass complete short middle to #84 R.Begelton caught at HAM34, for 12 yards to the HAM34 (#14 D.Lawson Jr), 1ST DOWN",6402,20-3	,Long (8+),Midfield,Leading 8+,Early Half
CGY,4,1,10.0,34.0,690,8.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #80 M.Michel caught at HAM25, for 22 yards to the HAM12 (#14 D.Lawson Jr), 1ST DOWN",6402,20-4	,Long (8+),Opponent Territory,Leading 8+,Early Half
CGY,4,1,10.0,12.0,690,8.0,1,Touchdown,"Shotgun #12 J.Maier pass complete deep left to #14 C.Barnes caught at HAM-15, for 12 yards to the HAM00 TOUCHDOWN, clock 11:33, 1ST DOWN",6402,20-5	,Long (8+),Red Zone,Leading 8+,Early Half
HAM,4,1,10.0,73.0,684,-15.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short right to #6 S.Dunbar Jr caught at HAM53, for 17 yards to the HAM54 (#27 R.Randle Jr.), out of bounds, 1ST DOWN",6402,22-1	,Long (8+),Own Territory,Trailing 8+,Early Half
HAM,4,1,10.0,56.0,548,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #12 T.White caught at CGY41, for 15 yards to the CGY41 (#40 B.Sanders), 1ST DOWN",6402,22-2	,Long (8+),Midfield,Trailing 8+,Late Half
HAM,4,1,10.0,41.0,548,-15.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush right for 7 yards gain to the CGY34 (#31 T.Roberson),6402,22-3	,Long (8+),Midfield,Trailing 8+,Late Half
HAM,4,2,3.0,34.0,548,-15.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete short right to #12 T.White thrown to CGY24,6402,22-4	,Short (1-3),Opponent Territory,Trailing 8+,Late Half
CGY,4,1,10.0,70.0,548,12.0,1,Nothing,Shotgun #12 J.Maier pass incomplete deep right to #14 C.Barnes thrown to HAM35 broken up by #37 L.Woods III,6402,23-1	,Long (8+),Own Territory,Leading 8+,Late Half
CGY,4,2,10.0,70.0,484,12.0,1,Nothing,Shotgun #12 J.Maier pass incomplete short right to #14 C.Barnes thrown to CGY49,6402,23-2	,Long (8+),Own Territory,Leading 8+,Late Half
HAM,4,1,10.0,82.0,484,-12.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #17 S.Bridges caught at HAM33, for 6 yards to the HAM34 (#6 D.Houston), out of bounds",6402,24-1	,Long (8+),Own Deep,Trailing 8+,Late Half
HAM,4,2,4.0,76.0,432,-12.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete short right to #85 K.Smith thrown to HAM51,6402,24-2	,Medium (4-7),Own Territory,Trailing 8+,Late Half
CGY,4,1,10.0,87.0,432,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #14 C.Barnes caught at CGY26, for 16 yards to the CGY39 (#25 M.Milton), 1ST DOWN",6402,25-1	,Long (8+),Own Deep,Leading 8+,Late Half
CGY,4,1,10.0,71.0,218,12.0,0,Nothing,Shotgun #26 D.Mills rush middle for 2 yards gain to the CGY41 (#8 D.Hendrix),6402,25-2	,Long (8+),Own Territory,Leading 8+,Late Half
CGY,4,2,8.0,69.0,218,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short left to #84 R.Begelton caught at CGY49, for 17 yards to the HAM52 (#37 L.Woods III), out of bounds, 1ST DOWN",6402,25-3	,Long (8+),Own Territory,Leading 8+,Late Half
CGY,4,1,10.0,52.0,218,12.0,0,Nothing,Shotgun #28 B.Emmons rush left for 5 yards gain to the HAM47 (#11 B.Barlow),6402,25-4	,Long (8+),Midfield,Leading 8+,Late Half
CGY,4,2,5.0,47.0,218,12.0,1,Nothing,"Shotgun #12 J.Maier pass complete short right to #88 C.Tucker caught at HAM37, for 10 yards to the HAM37 (#14 D.Lawson Jr), out of bounds, 1ST DOWN",6402,25-5	,Medium (4-7),Midfield,Leading 8+,Late Half
CGY,4,1,10.0,37.0,218,12.0,0,Nothing,Shotgun #26 D.Mills rush middle for 1 yard gain to the HAM36 (#15 K.Wilson),6402,25-6	,Long (8+),Opponent Territory,Leading 8+,Late Half
CGY,4,2,9.0,36.0,162,12.0,0,Nothing,Shotgun #26 D.Mills rush middle for 7 yards gain to the HAM29 (#44 C.Sayles),6402,25-7	,Long (8+),Opponent Territory,Leading 8+,Late Half
HAM,4,1,10.0,72.0,133,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #17 S.Bridges caught at HAM44, for 8 yards to the HAM46 (#6 D.Houston)",6402,27-1	,Long (8+),Own Territory,Trailing 8+,Late Half
HAM,4,2,2.0,64.0,71,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #12 T.White caught at HAM50, for 8 yards to the HAM54 (#0 K.Williams), 1ST DOWN",6402,27-2	,Short (1-3),Own Territory,Trailing 8+,2-min
HAM,4,1,10.0,56.0,71,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #12 T.White caught at CGY51, for 10 yards to the CGY46 (#4 C.Judge), 1ST DOWN",6402,27-3	,Long (8+),Midfield,Trailing 8+,2-min
HAM,4,1,10.0,46.0,71,-15.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete deep middle to #17 S.Bridges caught at CGY23, for 27 yards to the CGY19 (#40 B.Sanders), 1ST DOWN. The previous play is under automatic review - """". PLAY STANDS",6402,27-4	,Long (8+),Midfield,Trailing 8+,2-min
HAM,4,1,10.0,19.0,71,-15.0,1,Touchdown,"Shotgun #19 B.Mitchell pass complete short middle to #85 K.Smith caught at CGY03, for 19 yards to the CGY00 TOUCHDOWN, clock 01:11, 1ST DOWN",6402,27-5	,Long (8+),Red Zone,Trailing 8+,2-min
CGY,4,1,10.0,54.0,69,8.0,0,Nothing,Shotgun #28 B.Emmons rush middle for 6 yards gain to the HAM48 (#0 R.Wilborn),6402,29-1	,Long (8+),Midfield,Leading 8+,2-min
CGY,4,2,9.0,53.0,55,8.0,0,Nothing,Shotgun #28 B.Emmons rush right for 3 yards gain to the HAM50 (#15 K.Wilson),6402,29-3	,Long (8+),Midfield,Leading 8+,2-min
HAM,4,1,10.0,106.0,25,-8.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short middle to #4 B.O'Leary-Orange caught at HAM07, for 12 yards to the HAM16 (#4 C.Judge), 1ST DOWN",6402,30-1	,Long (8+),Own Deep,Trailing 8+,2-min
HAM,4,1,10.0,94.0,2,-8.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #17 S.Bridges caught at HAM35, for 20 yards to the HAM36 (#6 D.Houston), 1ST DOWN",6402,30-2	,Long (8+),Own Deep,Trailing 8+,2-min
HAM,4,1,10.0,74.0,2,-8.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #12 T.White caught at HAM44, for 15 yards to the HAM51 (#40 B.Sanders), 1ST DOWN",6402,30-3	,Long (8+),Own Territory,Trailing 8+,2-min
SSK,1,1,10.0,71.0,1774,0.0,1,Nothing,Shotgun #7 T.Harris pass incomplete deep right to #15 S.Bane Jr. thrown to EDM30,6403,1-1	,Long (8+),Own Territory,Tied,Early Half
SSK,1,2,10.0,71.0,1747,0.0,1,Nothing,"Shotgun #7 T.Harris pass complete short middle to #19 S.Emilus caught at SSK44, for 8 yards to the SSK47 (#45 N.Morgan)",6403,1-2	,Long (8+),Own Territory,Tied,Early Half
EDM,1,1,10.0,81.0,1690,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short left to #22 J.Leake caught at EDM29, for 4 yards to the EDM33 (#22 D.Fields)",6403,2-1	,Long (8+),Own Deep,Tied,Early Half
EDM,1,2,6.0,77.0,1655,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete deep right to #17 D.Mitchell caught at EDM53, for 25 yards to the SSK52 (#38 J.Dalke), 1ST DOWN",6403,2-2	,Medium (4-7),Own Territory,Tied,Early Half
EDM,1,1,10.0,52.0,1610,0.0,0,Nothing,"Shotgun #4 K.Brown rush right for 6 yards gain to the SSK46 (#24 D.Williams) PENALTY SSK Face mask (#11 M.Carney) 15 yards from SSK46 to SSK31, 1ST DOWN",6403,2-3	,Long (8+),Midfield,Tied,Early Half
EDM,1,1,10.0,31.0,1587,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short left to #11 H.Mayala caught at SSK26, for 6 yards to the SSK25 (#1 C.Reavis)",6403,2-4	,Long (8+),Opponent Territory,Tied,Early Half
