possession_team,quarter,down,yards_to_go,yards_to_endzone,seconds_in_half_remaining,score_diff_offense,called_pass,play_result,description,cfl_game_id,play_id,distance_bucket,field_bucket,score_bucket,time_bucket
TOR,4,1,10.0,76.0,579,7.0,0,Nothing,Shotgun #25 K.Carey rush middle for 1 yard gain to the TOR35 (#33 T.Jones),6431,26-1	,Long (8+),Own Territory,Leading 1-7,Late Half
TOR,4,2,9.0,75.0,540,7.0,1,Nothing,"Shotgun #4 N.Arbuckle pass complete short right to #15 M.Polk caught at TOR46, for 13 yards to the TOR48 (#37 B.Alexander), 1ST DOWN",6431,26-2	,Long (8+),Own Territory,Leading 1-7,Late Half
TOR,4,1,10.0,62.0,499,7.0,1,Nothing,"Shotgun #4 N.Arbuckle pass complete short left to #83 D.Ungerer III caught at TOR55, for 7 yards to the TOR55 (#30 T.Ford)",6431,26-3	,Long (8+),Own Territory,Leading 1-7,Late Half
TOR,4,2,3.0,55.0,458,7.0,0,Nothing,"Shotgun #25 K.Carey rush middle for 15 yards gain to the WPG40 (#1 D.Nichols), 1ST DOWN",6431,26-4	,Short (1-3),Midfield,Leading 1-7,Late Half
TOR,4,1,10.0,40.0,418,7.0,0,Nothing,Shotgun #25 K.Carey rush right for 7 yards gain to the WPG33 (#91 J.Woods),6431,26-5	,Long (8+),Opponent Territory,Leading 1-7,Late Half
TOR,4,2,3.0,33.0,378,7.0,0,Nothing,Shotgun #21 D.Adeboboye rush middle for 2 yards gain to the WPG31 (#4 A.Bighill),6431,26-6	,Short (1-3),Opponent Territory,Leading 1-7,Late Half
TOR,4,3,1.0,31.0,331,7.0,0,Turnover On Downs,"#11 C.Dukes rush right for 1 yard gain to the WPG30 (#4 A.Bighill), TURNOVER ON DOWNS",6431,26-7	,Short (1-3),Opponent Territory,Leading 1-7,Late Half
WPG,4,1,10.0,80.0,313,-7.0,1,Nothing,"Shotgun #8 Z.Collaros pass complete short left to #84 J.Johnson caught at WPG34, for 14 yards to the WPG44 (#32 F.Sopik), 1ST DOWN",6431,27-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
WPG,4,1,10.0,66.0,270,-7.0,1,Nothing,"Shotgun #8 Z.Collaros pass complete short left to #20 B.Oliveira caught at WPG42, for 11 yards to the WPG55 (#48 W.McManis), 1ST DOWN",6431,27-2	,Long (8+),Own Territory,Trailing 1-7,Late Half
WPG,4,1,10.0,55.0,245,-7.0,1,Touchdown,"Shotgun #8 Z.Collaros pass complete deep left to #80 O.Wilson caught at TOR06, for 55 yards to the TOR00 TOUCHDOWN, clock 03:58, 1ST DOWN",6431,27-3	,Long (8+),Midfield,Trailing 1-7,Late Half
TOR,4,1,10.0,86.0,194,0.0,1,Nothing,"Shotgun #4 N.Arbuckle pass complete short right to #25 K.Carey caught at TOR28, for 16 yards to the TOR40 (#31 E.Holm), out of bounds, 1ST DOWN",6431,29-1	,Long (8+),Own Deep,Tied,Late Half
TOR,4,1,10.0,70.0,171,0.0,1,Nothing,Shotgun #4 N.Arbuckle pass incomplete short right to #83 D.Ungerer III thrown to TOR50,6431,29-2	,Long (8+),Own Territory,Tied,Late Half
TOR,4,2,15.0,75.0,157,0.0,1,Penalty,"Shotgun #4 N.Arbuckle pass complete short middle to #80 D.Daniels caught at TOR52, for 32 yards to the WPG43 (#4 A.Bighill), out of bounds PENALTY TOR Holding, offence (#59 D.Allen) 10 yards from TOR35 to TOR25. NO PLAY",6431,29-4	,Long (8+),Own Territory,Tied,Late Half
TOR,4,2,25.0,85.0,144,0.0,1,Nothing,"Shotgun #4 N.Arbuckle pass incomplete deep middle to #80 D.Daniels thrown to WPG44. TOR is challenging the ruling on the field - ""No pass interference"". PLAY STANDS",6431,29-5	,Long (8+),Own Deep,Tied,Late Half
WPG,4,1,10.0,57.0,121,0.0,0,Nothing,"Shotgun #20 B.Oliveira rush middle for 26 yards gain to the TOR31 (#23 B.Franklin), 1ST DOWN",6431,30-1	,Long (8+),Midfield,Tied,Late Half
WPG,4,1,10.0,31.0,101,0.0,0,Nothing,Shotgun #20 B.Oliveira rush middle for 4 yards gain to the TOR27 (#94 J.Ceresna),6431,30-2	,Long (8+),Opponent Territory,Tied,2-min
WPG,4,2,6.0,27.0,78,0.0,0,Nothing,Shotgun #20 B.Oliveira rush middle for 5 yards gain to the TOR22 (#9 R.Metchie),6431,30-3	,Medium (4-7),Opponent Territory,Tied,2-min
WPG,4,3,1.0,22.0,57,0.0,0,Turnover On Downs,"#17 C.Streveler rush middle for 1 yard gain to the TOR21 (#90 T.Hansen), TURNOVER ON DOWNS. The previous play is under automatic review - ""Runner was down by contact"". PLAY STANDS",6431,30-4	,Short (1-3),Opponent Territory,Tied,2-min
TOR,4,1,10.0,89.0,53,0.0,1,Nothing,"Shotgun #4 N.Arbuckle pass complete short middle to #25 K.Carey caught at TOR25, for 9 yards to the TOR30 (#4 A.Bighill)",6431,31-1	,Long (8+),Own Deep,Tied,2-min
TOR,4,2,1.0,80.0,43,0.0,1,Nothing,"No Huddle-Shotgun #4 N.Arbuckle pass complete short right to #25 K.Carey caught at TOR25, for 3 yards to the TOR33 (#4 A.Bighill), 1ST DOWN",6431,31-2	,Short (1-3),Own Territory,Tied,2-min
TOR,4,1,10.0,77.0,33,0.0,0,Nothing,"No Huddle-Shotgun #4 N.Arbuckle rush right for 5 yards gain to the TOR38, End Of Play",6431,31-3	,Long (8+),Own Territory,Tied,2-min
TOR,4,2,5.0,72.0,17,0.0,1,Nothing,No Huddle-Shotgun #4 N.Arbuckle pass incomplete short right to #83 D.Ungerer III thrown to TOR45,6431,31-4	,Medium (4-7),Own Territory,Tied,2-min
WPG,1,1,10.0,35.0,900,0.0,0,Nothing,Shotgun #20 B.Oliveira rush middle for 2 yards gain to the TOR33 (#9 R.Metchie),6431,33-1	,Long (8+),Opponent Territory,Tied,Early Half
WPG,1,2,8.0,33.0,900,0.0,1,Nothing,Shotgun #8 Z.Collaros pass incomplete short middle to #80 O.Wilson thrown to TOR16 broken up by #8 D.Amos,6431,33-2	,Long (8+),Opponent Territory,Tied,Early Half
TOR,1,1,10.0,35.0,900,-1.0,1,Nothing,Shotgun #4 N.Arbuckle pass incomplete short right to #15 M.Polk thrown to WPG30,6431,34-1	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
TOR,1,2,10.0,35.0,900,-1.0,0,Nothing,Shotgun #25 K.Carey rush middle for 7 yards gain to the WPG28 (#95 J.Thomas),6431,34-2	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
EDM,1,1,10.0,84.0,1782,0.0,0,Nothing,Shotgun #22 J.Leake rush middle for 2 yards gain to the EDM28 (#44 C.Sayles),6432,1-1	,Long (8+),Own Deep,Tied,Early Half
EDM,1,2,8.0,82.0,1745,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short middle to #11 H.Mayala caught at EDM33, for 11 yards to the EDM39 (#20 D.Thomas), 1ST DOWN",6432,1-2	,Long (8+),Own Deep,Tied,Early Half
EDM,1,1,10.0,71.0,1705,0.0,0,Nothing,Shotgun #22 J.Leake rush middle for 9 yards gain to the EDM48 (#23 R.Leonard),6432,1-3	,Long (8+),Own Territory,Tied,Early Half
EDM,1,2,1.0,62.0,1667,0.0,0,Nothing,"#7 D.Prukop rush middle for 2 yards gain to the EDM50 (#15 K.Wilson), 1ST DOWN",6432,1-4	,Short (1-3),Own Territory,Tied,Early Half
EDM,1,1,10.0,60.0,1626,0.0,0,Nothing,Shotgun #10 M.Bethel-Thompson rush middle for 3 yards gain to the EDM53 fumbled by #10 M.Bethel-Thompson at EDM48 recovered by EDM #10 M.Bethel-Thompson at EDM48 advances 5 yards to the EDM53 (#11 B.Barlow),6432,1-5	,Long (8+),Midfield,Tied,Early Half
EDM,1,2,7.0,57.0,1589,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #19 K.Gittens Jr. caught at HAM46, for 11 yards to the HAM46 (#26 D.Talbert), 1ST DOWN",6432,1-6	,Medium (4-7),Midfield,Tied,Early Half
EDM,1,1,10.0,46.0,1553,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short left to #17 D.Mitchell caught at HAM35, for 11 yards to the HAM35 (#23 R.Leonard), 1ST DOWN",6432,1-7	,Long (8+),Midfield,Tied,Early Half
EDM,1,1,10.0,35.0,1516,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short middle to #19 K.Gittens Jr. caught at HAM23, for 18 yards to the HAM17 (#3 K.George), 1ST DOWN",6432,1-8	,Long (8+),Opponent Territory,Tied,Early Half
EDM,1,1,10.0,17.0,1477,0.0,1,LossOfYards,Shotgun #10 M.Bethel-Thompson sacked for loss of 12 yards to the HAM29 (#27 J.Moxey),6432,1-9	,Long (8+),Red Zone,Tied,Early Half
EDM,1,2,22.0,29.0,1428,0.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #86 A.Smith caught at HAM19, for 10 yards to the HAM19 (), out of bounds PENALTY EDM Illegal block, offence declined",6432,1-10	,Long (8+),Opponent Territory,Tied,Early Half
HAM,1,1,10.0,70.0,1392,-3.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short left to #6 S.Dunbar Jr thrown to HAM44,6432,2-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,2,10.0,70.0,1378,-3.0,1,Interception,No Huddle-Shotgun #19 B.Mitchell pass intercepted by #8 M.Lewis at HAM49 #8 M.Lewis return 0 yards to the HAM49 (#6 S.Dunbar Jr),6432,2-2	,Long (8+),Own Territory,Trailing 1-7,Early Half
EDM,1,1,10.0,49.0,1365,3.0,0,Nothing,Shotgun #4 K.Brown rush middle for 4 yards gain to the HAM45 (#15 K.Wilson),6432,3-1	,Long (8+),Midfield,Leading 1-7,Early Half
EDM,1,2,6.0,45.0,1327,3.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #86 A.Smith caught at HAM40, for 5 yards to the HAM40 (#3 K.George)",6432,3-2	,Medium (4-7),Midfield,Leading 1-7,Early Half
HAM,1,1,10.0,70.0,1255,-6.0,0,Nothing,"Shotgun #9 J.Butler rush middle for 13 yards gain to the HAM53 (#48 N.Anderson), 1ST DOWN",6432,4-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,1,10.0,57.0,1221,-6.0,0,Nothing,No Huddle #9 J.Butler rush middle for 5 yards gain to the EDM52 (#45 N.Morgan),6432,4-2	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,2,5.0,52.0,1183,-6.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #17 S.Bridges caught at EDM44, for 9 yards to the EDM43 (#5 K.Gray), 1ST DOWN",6432,4-3	,Medium (4-7),Midfield,Trailing 1-7,Early Half
HAM,1,1,10.0,43.0,1151,-6.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #9 J.Butler caught at EDM45, for 6 yards to the EDM37 (#91 S.Oakman). #92 N.Curtis injured on the play",6432,4-4	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,2,4.0,37.0,1125,-6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short middle to #81 L.Hakunavanhu thrown to EDM35,6432,4-5	,Medium (4-7),Opponent Territory,Trailing 1-7,Early Half
EDM,1,1,10.0,70.0,1095,3.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short right to #22 J.Leake thrown to EDM38,6432,5-1	,Long (8+),Own Territory,Leading 1-7,Early Half
EDM,1,2,10.0,70.0,1076,3.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short middle to #11 H.Mayala thrown to EDM53 broken up by #3 K.George,6432,5-2	,Long (8+),Own Territory,Leading 1-7,Early Half
HAM,1,1,10.0,68.0,1046,-3.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short right to #9 J.Butler caught at HAM38, for 6 yards to the HAM48 (#48 N.Anderson)",6432,6-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,1,2,4.0,62.0,999,-3.0,1,Penalty,"No Huddle-Shotgun #19 B.Mitchell pass incomplete short left to #6 S.Dunbar Jr thrown to HAM53 broken up by #13 J.Taylor PENALTY EDM Pass interference, defense (#13 J.Taylor) 10 yards from HAM48 to EDM52, 1ST DOWN. NO PLAY",6432,6-2	,Medium (4-7),Own Territory,Trailing 1-7,Early Half
HAM,1,1,10.0,52.0,984,-3.0,0,Nothing,"Shotgun #9 J.Butler rush left for 13 yards gain to the EDM39 (#13 J.Taylor), 1ST DOWN",6432,6-3	,Long (8+),Midfield,Trailing 1-7,Early Half
HAM,1,1,10.0,39.0,940,-3.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete deep left to #17 S.Bridges thrown to EDM00,6432,6-4	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
HAM,1,2,10.0,39.0,922,-3.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete deep right to #81 L.Hakunavanhu thrown to EDM16,6432,6-5	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
EDM,2,1,10.0,70.0,890,0.0,0,Nothing,Shotgun #22 J.Leake rush middle for 6 yards gain to the EDM46 (#23 R.Leonard),6432,7-1	,Long (8+),Own Territory,Tied,Early Half
EDM,2,2,4.0,64.0,848,0.0,0,Nothing,"Shotgun #22 J.Leake rush middle for 7 yards gain to the EDM53 (#99 K.Jones), 1ST DOWN",6432,7-2	,Medium (4-7),Own Territory,Tied,Early Half
EDM,2,1,10.0,57.0,809,0.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short middle to #87 E.Lewis thrown to HAM45 broken up by #27 J.Moxey,6432,7-3	,Long (8+),Midfield,Tied,Early Half
EDM,2,2,10.0,57.0,793,0.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short left to #17 D.Mitchell thrown to HAM42,6432,7-4	,Long (8+),Midfield,Tied,Early Half
HAM,2,1,10.0,70.0,757,-1.0,0,Nothing,Shotgun #9 J.Butler rush middle for 3 yards gain to the HAM43 (#42 N.Taylor),6432,8-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
HAM,2,2,7.0,67.0,714,-1.0,1,LossOfYards,No Huddle-Shotgun #19 B.Mitchell sacked for loss of 10 yards to the HAM33 (#41 E.Brown),6432,8-2	,Medium (4-7),Own Territory,Trailing 1-7,Early Half
EDM,2,1,10.0,70.0,652,1.0,0,Nothing,Shotgun #4 K.Brown rush middle for 6 yards gain to the EDM46 (#44 C.Sayles),6432,9-1	,Long (8+),Own Territory,Leading 1-7,Early Half
EDM,2,2,4.0,64.0,618,1.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #19 K.Gittens Jr. caught at EDM51, for 5 yards to the EDM51 (#3 K.George), 1ST DOWN",6432,9-2	,Medium (4-7),Own Territory,Leading 1-7,Early Half
EDM,2,1,10.0,59.0,580,1.0,0,Nothing,Shotgun #4 K.Brown rush middle for 4 yards gain to the EDM55 (#44 C.Sayles),6432,9-3	,Long (8+),Midfield,Leading 1-7,Late Half
EDM,2,2,6.0,55.0,542,1.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #17 D.Mitchell caught at HAM47, for 8 yards to the HAM47 (#2 J.Peters), 1ST DOWN",6432,9-4	,Medium (4-7),Midfield,Leading 1-7,Late Half
EDM,2,1,10.0,47.0,493,1.0,0,Nothing,Shotgun #4 K.Brown rush middle for 3 yards loss to the HAM50 (#44 C.Sayles),6432,9-5	,Long (8+),Midfield,Leading 1-7,Late Half
EDM,2,2,13.0,50.0,452,1.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short right to #86 A.Smith thrown to HAM39,6432,9-6	,Long (8+),Midfield,Leading 1-7,Late Half
HAM,2,1,10.0,70.0,426,-2.0,1,Nothing,"#19 B.Mitchell pass complete short right to #40 J.Tuck caught at HAM41, for 9 yards to the HAM49 (#48 N.Anderson)",6432,10-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
HAM,2,2,1.0,61.0,378,-2.0,0,Nothing,"#34 A.Milanovic-Litre rush middle for 2 yards gain to the HAM51 (#45 N.Morgan), 1ST DOWN",6432,10-2	,Short (1-3),Own Territory,Trailing 1-7,Late Half
HAM,2,1,10.0,59.0,350,-2.0,0,Nothing,Shotgun #9 J.Butler rush middle for 8 yards gain to the EDM51 (#13 J.Taylor),6432,10-3	,Long (8+),Midfield,Trailing 1-7,Late Half
HAM,2,2,2.0,51.0,311,-2.0,0,Nothing,#34 A.Milanovic-Litre rush middle for 1 yard gain to the EDM50 (#45 N.Morgan),6432,10-4	,Short (1-3),Midfield,Trailing 1-7,Late Half
HAM,2,3,1.0,50.0,265,-2.0,0,Nothing,"#34 A.Milanovic-Litre rush middle for 3 yards gain to the EDM47 (#0 L.Purifoy), 1ST DOWN",6432,10-5	,Short (1-3),Midfield,Trailing 1-7,Late Half
HAM,2,1,10.0,47.0,227,-2.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush left for 3 yards loss to the EDM50 (#48 N.Anderson),6432,10-6	,Long (8+),Midfield,Trailing 1-7,Late Half
HAM,2,2,13.0,50.0,185,-2.0,1,Nothing,No Huddle-Shotgun #19 B.Mitchell pass incomplete deep left to #17 S.Bridges thrown to EDM19,6432,10-7	,Long (8+),Midfield,Trailing 1-7,Late Half
EDM,2,1,10.0,70.0,168,1.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short middle to #86 A.Smith thrown to EDM50 broken up by #24 R.Panabaker,6432,11-1	,Long (8+),Own Territory,Leading 1-7,Late Half
EDM,2,2,10.0,70.0,164,1.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short right to #11 H.Mayala thrown to HAM53,6432,11-2	,Long (8+),Own Territory,Leading 1-7,Late Half
HAM,2,1,10.0,12.0,151,-1.0,1,Touchdown,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #49 J.Robinson caught at EDM01, for 12 yards to the EDM00 TOUCHDOWN, clock 02:26, 1ST DOWN",6432,12-1	,Long (8+),Red Zone,Trailing 1-7,Late Half
EDM,2,1,10.0,81.0,141,-6.0,0,Nothing,Shotgun #4 K.Brown rush middle for 7 yards gain to the EDM36 (#44 C.Sayles). #4 K.Brown injured on the play,6432,14-1	,Long (8+),Own Deep,Trailing 1-7,Late Half
EDM,2,2,3.0,74.0,123,-6.0,0,Nothing,"Shotgun #22 J.Leake rush middle for 8 yards gain to the EDM44 (#15 K.Wilson), 1ST DOWN",6432,14-2	,Short (1-3),Own Territory,Trailing 1-7,Late Half
EDM,2,1,10.0,66.0,105,-6.0,0,Nothing,Shotgun #22 J.Leake rush right for 8 yards gain to the EDM52 (#27 J.Moxey) PENALTY EDM Objectionable conduct (#19 K.Gittens Jr.) HAM Objectionable conduct (#15 K.Wilson) 20 yards from EDM52 to EDM52,6432,14-3	,Long (8+),Own Territory,Trailing 1-7,2-min
EDM,2,2,2.0,58.0,99,-6.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short left to #17 D.Mitchell caught at HAM52, for 7 yards to the HAM51 (#23 R.Leonard), 1ST DOWN",6432,14-4	,Short (1-3),Midfield,Trailing 1-7,2-min
EDM,2,1,10.0,51.0,84,-6.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short left to #19 K.Gittens Jr. thrown to HAM34 broken up by #24 R.Panabaker,6432,14-5	,Long (8+),Midfield,Trailing 1-7,2-min
EDM,2,2,10.0,51.0,80,-6.0,1,Interception,Shotgun #10 M.Bethel-Thompson pass intercepted by #2 J.Peters at HAM41 #2 J.Peters return 3 yards to the HAM44 (#87 E.Lewis),6432,14-6	,Long (8+),Midfield,Trailing 1-7,2-min
HAM,2,1,10.0,66.0,74,6.0,1,Nothing,Shotgun #19 B.Mitchell pass incomplete short right to #12 T.White thrown to EDM48 broken up by #24 D.Bratton,6432,15-1	,Long (8+),Own Territory,Leading 1-7,2-min
HAM,2,2,10.0,66.0,69,6.0,1,Touchdown,"Shotgun #19 B.Mitchell pass complete short left to #81 L.Hakunavanhu caught at HAM48, for 66 yards to the EDM00 TOUCHDOWN, clock 01:02, 1ST DOWN",6432,15-2	,Long (8+),Own Territory,Leading 1-7,2-min
EDM,2,1,10.0,81.0,52,-13.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #22 J.Leake caught at EDM24, for 1 yard loss to the EDM28 (#26 D.Talbert)",6432,17-1	,Long (8+),Own Deep,Trailing 8+,2-min
EDM,2,2,11.0,82.0,29,-13.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete deep left to #85 G.Cobb thrown to EDM52,6432,17-2	,Long (8+),Own Deep,Trailing 8+,2-min
HAM,3,1,10.0,85.0,1781,13.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short middle to #49 J.Robinson caught at HAM24, for 9 yards to the HAM34 (#48 N.Anderson)",6432,20-1	,Long (8+),Own Deep,Leading 8+,Early Half
HAM,3,2,1.0,76.0,1740,13.0,0,Nothing,#9 J.Butler rush middle for 0 yards to the HAM34 (#91 S.Oakman),6432,20-2	,Short (1-3),Own Territory,Leading 8+,Early Half
HAM,3,3,1.0,76.0,1705,13.0,0,Nothing,"#34 A.Milanovic-Litre rush middle for 3 yards gain to the HAM37 (#91 S.Oakman), 1ST DOWN",6432,20-3	,Short (1-3),Own Territory,Leading 8+,Early Half
HAM,3,1,10.0,73.0,1660,13.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #9 J.Butler caught at HAM30, for 7 yards to the HAM44 (#29 D.Moncrief)",6432,20-4	,Long (8+),Own Territory,Leading 8+,Early Half
HAM,3,2,3.0,66.0,1620,13.0,0,Nothing,"No Huddle-Shotgun #9 J.Butler rush middle for 9 yards gain to the HAM53 (#48 N.Anderson), 1ST DOWN",6432,20-5	,Short (1-3),Own Territory,Leading 8+,Early Half
HAM,3,1,10.0,57.0,1572,13.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 4 yards gain to the EDM53 (#13 J.Taylor),6432,20-6	,Long (8+),Midfield,Leading 8+,Early Half
HAM,3,2,6.0,53.0,1533,13.0,0,Nothing,No Huddle-Shotgun #19 B.Mitchell rush right for 5 yards gain to the EDM48 (#41 E.Brown),6432,20-7	,Medium (4-7),Midfield,Leading 8+,Early Half
HAM,3,3,1.0,48.0,1488,13.0,0,Nothing,"#9 J.Butler rush middle for 5 yards gain to the EDM43 (#96 J.Pelley), 1ST DOWN",6432,20-8	,Short (1-3),Midfield,Leading 8+,Early Half
HAM,3,1,10.0,43.0,1453,13.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short middle to #17 S.Bridges caught at EDM31, for 22 yards to the EDM21 (#0 L.Purifoy), 1ST DOWN",6432,20-9	,Long (8+),Midfield,Leading 8+,Early Half
HAM,3,1,10.0,21.0,1407,13.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 5 yards gain to the EDM16 (#91 S.Oakman),6432,20-10	,Long (8+),Opponent Territory,Leading 8+,Early Half
HAM,3,2,5.0,16.0,1362,13.0,1,Touchdown,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #12 T.White caught at EDM12, for 16 yards to the EDM00 TOUCHDOWN, clock 07:37, 1ST DOWN",6432,20-11	,Medium (4-7),Red Zone,Leading 8+,Early Half
EDM,3,1,10.0,76.0,1334,-20.0,0,Nothing,Shotgun #4 K.Brown rush middle for 2 yards gain to the EDM36 (#15 K.Wilson),6432,22-1	,Long (8+),Own Territory,Trailing 8+,Early Half
EDM,3,2,8.0,74.0,1297,-20.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short middle to #85 G.Cobb thrown to EDM50 broken up by #27 J.Moxey,6432,22-2	,Long (8+),Own Territory,Trailing 8+,Early Half
HAM,3,1,10.0,85.0,1261,20.0,0,Nothing,Shotgun #9 J.Butler rush left for 10 yards gain to the HAM35 (#45 N.Morgan),6432,23-1	,Long (8+),Own Deep,Leading 8+,Early Half
HAM,3,2,1.0,95.0,1220,20.0,0,Nothing,"#34 A.Milanovic-Litre rush middle for 1 yard gain to the HAM36 (#48 N.Anderson), 1ST DOWN",6432,23-2	,Short (1-3),Own Deep,Leading 8+,Early Half
HAM,3,1,10.0,74.0,1172,20.0,0,Nothing,Shotgun #9 J.Butler rush middle for 4 yards gain to the HAM40 (#29 D.Moncrief). #12 T.White injured on the play,6432,23-3	,Long (8+),Own Territory,Leading 8+,Early Half
HAM,3,2,6.0,70.0,1142,20.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short left to #17 S.Bridges caught at HAM42, for 11 yards to the HAM51 (#48 N.Anderson), 1ST DOWN",6432,23-4	,Medium (4-7),Own Territory,Leading 8+,Early Half
HAM,3,1,10.0,59.0,1097,20.0,1,Touchdown,"No Huddle-Shotgun #19 B.Mitchell pass complete deep left to #85 K.Smith caught at EDM14, for 59 yards to the EDM00 TOUCHDOWN, clock 03:09, 1ST DOWN",6432,23-5	,Long (8+),Midfield,Leading 8+,Early Half
EDM,3,1,10.0,65.0,1038,-26.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short left to #22 J.Leake thrown to EDM46 broken up by #92 D.Menard,6432,25-1	,Long (8+),Own Territory,Trailing 8+,Early Half
EDM,3,2,10.0,65.0,1020,-26.0,1,LossOfYards,Shotgun #10 M.Bethel-Thompson sacked for loss of 7 yards to the EDM38 (#99 K.Jones),6432,25-2	,Long (8+),Own Territory,Trailing 8+,Early Half
HAM,3,1,10.0,92.0,958,26.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush left for 5 yards gain to the HAM23 (#93 R.McKnight),6432,26-1	,Long (8+),Own Deep,Leading 8+,Early Half
HAM,3,2,5.0,87.0,914,26.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short left to #17 S.Bridges caught at HAM31, for 8 yards to the HAM31 (#5 K.Gray), 1ST DOWN",6432,26-2	,Medium (4-7),Own Deep,Leading 8+,Early Half
HAM,3,1,10.0,79.0,900,26.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 4 yards gain to the HAM35 (#42 N.Taylor),6432,26-3	,Long (8+),Own Territory,Leading 8+,Early Half
HAM,4,2,6.0,75.0,880,26.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete short middle to #81 L.Hakunavanhu caught at HAM52, for 17 yards to the HAM52 (#15 K.Jackson), 1ST DOWN",6432,26-4	,Medium (4-7),Own Territory,Leading 8+,Early Half
HAM,4,1,10.0,58.0,837,26.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 1 yard gain to the HAM53 (#48 N.Anderson),6432,26-5	,Long (8+),Midfield,Leading 8+,Early Half
HAM,4,2,9.0,57.0,794,26.0,1,Nothing,"No Huddle-Shotgun #19 B.Mitchell pass complete short right to #85 K.Smith caught at EDM51, for 10 yards to the EDM47 (#24 D.Bratton), 1ST DOWN",6432,26-6	,Long (8+),Midfield,Leading 8+,Early Half
HAM,4,1,10.0,47.0,744,26.0,0,Nothing,No Huddle-Shotgun #9 J.Butler rush middle for 3 yards gain to the EDM44 (#0 L.Purifoy),6432,26-7	,Long (8+),Midfield,Leading 8+,Early Half
HAM,4,2,12.0,49.0,677,26.0,1,Nothing,"Shotgun #19 B.Mitchell pass complete deep left to #6 S.Dunbar Jr caught at EDM20, for 42 yards to the EDM07 (#15 K.Jackson), 1ST DOWN",6432,26-9	,Long (8+),Midfield,Leading 8+,Early Half
HAM,4,1,7.0,7.0,625,26.0,1,Touchdown,"Shotgun #19 B.Mitchell pass complete deep left to #12 T.White caught at EDM-14, for 7 yards to the EDM00 TOUCHDOWN, clock 10:20",6432,26-10	,Medium (4-7),Red Zone,Leading 8+,Early Half
