possession_team,down,distance_bucket,field_bucket,score_bucket,time_bucket,plays,pass_prob_hist,avg_yards,avg_yards_to_endzone,avg_score_diff,avg_seconds_in_half,league_plays,league_pass_prob_hist,pass_prob_delta_vs_league
OTT,1,Long (8+),Opponent Territory,Leading 1-7,2-min,3,0.6666666666666666,13.333333333333334,35.333333333333336,4.333333333333333,49.666666666666664,18,0.6111111111111112,0.05555555555555547
OTT,1,Long (8+),Opponent Territory,Leading 1-7,Early Half,10,0.8,10.0,31.2,4.5,1218.7,91,0.6043956043956044,0.1956043956043957
OTT,1,Long (8+),Opponent Territory,Leading 1-7,Late Half,5,1.0,10.0,30.6,4.8,344.0,55,0.45454545454545453,0.5454545454545454
OTT,1,Long (8+),Opponent Territory,Leading 8+,2-min,1,1.0,10.0,31.0,10.0,46.0,29,0.6206896551724138,0.3793103448275862
OTT,1,Long (8+),Opponent Territory,Leading 8+,Early Half,3,0.6666666666666666,10.0,32.333333333333336,14.666666666666666,1224.6666666666667,74,0.527027027027027,0.13963963963963966
OTT,1,Long (8+),Opponent Territory,Leading 8+,Late Half,5,0.6,12.0,32.4,13.8,389.0,42,0.40476190476190477,0.1952380952380952
OTT,1,Long (8+),Opponent Territory,Tied,Early Half,5,1.0,10.0,29.6,0.0,1663.8,85,0.5529411764705883,0.44705882352941173
OTT,1,Long (8+),Opponent Territory,Tied,Late Half,1,0.0,10.0,26.0,0.0,219.0,12,0.6666666666666666,-0.6666666666666666
OTT,1,Long (8+),Opponent Territory,Trailing 1-7,2-min,3,1.0,10.0,31.333333333333332,-1.3333333333333333,60.0,39,0.8205128205128205,0.17948717948717952
OTT,1,Long (8+),Opponent Territory,Trailing 1-7,Early Half,19,0.42105263157894735,10.0,32.421052631578945,-4.473684210526316,1269.2631578947369,136,0.5808823529411765,-0.15982972136222917
OTT,1,Long (8+),Opponent Territory,Trailing 1-7,Late Half,4,0.75,10.0,35.0,-3.25,261.5,52,0.5576923076923077,0.1923076923076923
OTT,1,Long (8+),Opponent Territory,Trailing 8+,2-min,7,0.7142857142857143,10.0,31.285714285714285,-12.428571428571429,63.285714285714285,44,0.8863636363636364,-0.17207792207792205
OTT,1,Long (8+),Opponent Territory,Trailing 8+,Early Half,14,0.7857142857142857,10.357142857142858,29.142857142857142,-18.714285714285715,1104.9285714285713,91,0.7032967032967034,0.08241758241758235
OTT,1,Long (8+),Opponent Territory,Trailing 8+,Late Half,17,0.8235294117647058,10.0,30.823529411764707,-14.823529411764707,340.52941176470586,71,0.7887323943661971,0.03479701739850871
OTT,1,Long (8+),Own Deep,Leading 1-7,2-min,1,0.0,10.0,99.0,6.0,48.0,17,0.35294117647058826,-0.35294117647058826
OTT,1,Long (8+),Own Deep,Leading 1-7,Early Half,14,0.5,10.0,91.14285714285714,4.428571428571429,1184.642857142857,131,0.5038167938931297,-0.003816793893129722
OTT,1,Long (8+),Own Deep,Leading 1-7,Late Half,4,0.25,10.0,85.75,3.25,396.75,44,0.3409090909090909,-0.09090909090909088
OTT,1,Long (8+),Own Deep,Leading 8+,2-min,1,0.0,10.0,107.0,28.0,27.0,14,0.21428571428571427,-0.21428571428571427
OTT,1,Long (8+),Own Deep,Leading 8+,Early Half,2,1.0,10.0,103.5,25.5,1068.5,67,0.5074626865671642,0.4925373134328358
OTT,1,Long (8+),Own Deep,Leading 8+,Late Half,2,1.0,15.0,85.0,25.0,160.5,47,0.3617021276595745,0.6382978723404256
OTT,1,Long (8+),Own Deep,Tied,Early Half,4,1.0,10.0,91.5,0.0,1711.75,88,0.5909090909090909,0.40909090909090906
OTT,1,Long (8+),Own Deep,Trailing 1-7,2-min,3,0.6666666666666666,10.0,90.66666666666667,-4.666666666666667,35.0,21,0.6666666666666666,0.0
OTT,1,Long (8+),Own Deep,Trailing 1-7,Early Half,8,0.875,11.25,88.0,-1.625,1337.5,103,0.5145631067961165,0.3604368932038835
OTT,1,Long (8+),Own Deep,Trailing 1-7,Late Half,7,0.7142857142857143,10.0,93.28571428571429,-3.0,396.7142857142857,60,0.7333333333333333,-0.01904761904761898
OTT,1,Long (8+),Own Deep,Trailing 8+,2-min,9,0.7777777777777778,10.0,87.33333333333333,-16.88888888888889,67.44444444444444,39,0.7948717948717948,-0.017094017094017033
OTT,1,Long (8+),Own Deep,Trailing 8+,Early Half,15,0.5333333333333333,10.0,90.4,-16.333333333333332,1056.4666666666667,84,0.6309523809523809,-0.0976190476190476
OTT,1,Long (8+),Own Deep,Trailing 8+,Late Half,8,0.625,10.0,91.0,-15.125,294.0,48,0.7291666666666666,-0.10416666666666663
OTT,1,Long (8+),Own Territory,Leading 1-7,2-min,1,0.0,10.0,70.0,7.0,119.0,35,0.6285714285714286,-0.6285714285714286
OTT,1,Long (8+),Own Territory,Leading 1-7,Early Half,21,0.5714285714285714,10.476190476190476,70.71428571428571,4.428571428571429,1212.4761904761904,236,0.5254237288135594,0.04600484261501203
OTT,1,Long (8+),Own Territory,Leading 1-7,Late Half,7,0.7142857142857143,10.0,70.42857142857143,4.857142857142857,387.57142857142856,106,0.5849056603773585,0.12938005390835583
OTT,1,Long (8+),Own Territory,Leading 8+,2-min,1,1.0,10.0,75.0,10.0,98.0,27,0.5555555555555556,0.4444444444444444
OTT,1,Long (8+),Own Territory,Leading 8+,Early Half,8,0.75,10.0,70.875,19.0,1073.25,146,0.541095890410959,0.20890410958904104
OTT,1,Long (8+),Own Territory,Leading 8+,Late Half,6,0.5,10.0,68.83333333333333,20.5,366.5,77,0.45454545454545453,0.04545454545454547
OTT,1,Long (8+),Own Territory,Tied,2-min,1,1.0,10.0,70.0,0.0,76.0,10,0.7,0.30000000000000004
OTT,1,Long (8+),Own Territory,Tied,Early Half,13,0.46153846153846156,10.0,72.76923076923077,0.0,1552.0,206,0.587378640776699,-0.12584017923823743
OTT,1,Long (8+),Own Territory,Tied,Late Half,1,1.0,10.0,74.0,0.0,317.0,26,0.6923076923076923,0.3076923076923077
OTT,1,Long (8+),Own Territory,Trailing 1-7,2-min,6,1.0,11.666666666666666,72.33333333333333,-5.0,54.0,58,0.8103448275862069,0.18965517241379315
OTT,1,Long (8+),Own Territory,Trailing 1-7,Early Half,37,0.5945945945945946,10.135135135135135,70.64864864864865,-3.945945945945946,1249.2972972972973,316,0.5822784810126582,0.012316113581936405
OTT,1,Long (8+),Own Territory,Trailing 1-7,Late Half,14,0.8571428571428571,10.0,70.5,-2.142857142857143,261.7142857142857,127,0.7401574803149606,0.11698537682789645
OTT,1,Long (8+),Own Territory,Trailing 8+,2-min,9,1.0,10.0,70.44444444444444,-15.333333333333334,40.111111111111114,73,0.8493150684931506,0.15068493150684936
OTT,1,Long (8+),Own Territory,Trailing 8+,Early Half,33,0.6363636363636364,10.454545454545455,70.57575757575758,-16.303030303030305,1168.3333333333333,205,0.6487804878048781,-0.012416851441241716
OTT,1,Long (8+),Own Territory,Trailing 8+,Late Half,27,0.6666666666666666,10.0,71.11111111111111,-16.77777777777778,339.8888888888889,129,0.7596899224806202,-0.09302325581395354
OTT,1,Long (8+),Red Zone,Leading 1-7,Early Half,7,0.42857142857142855,9.857142857142858,14.714285714285714,4.714285714285714,990.4285714285714,47,0.5319148936170213,-0.10334346504559272
OTT,1,Long (8+),Red Zone,Leading 1-7,Late Half,5,0.6,10.0,16.8,4.4,280.4,35,0.45714285714285713,0.14285714285714285
OTT,1,Long (8+),Red Zone,Leading 8+,Early Half,1,1.0,10.0,19.0,10.0,625.0,30,0.6,0.4
OTT,1,Long (8+),Red Zone,Leading 8+,Late Half,2,0.5,10.0,19.0,18.5,400.5,21,0.3333333333333333,0.16666666666666669
OTT,1,Long (8+),Red Zone,Tied,2-min,1,1.0,10.0,10.0,0.0,31.0,1,1.0,0.0
OTT,1,Long (8+),Red Zone,Tied,Early Half,4,1.0,10.0,14.25,0.0,1535.5,52,0.5961538461538461,0.40384615384615385
OTT,1,Long (8+),Red Zone,Trailing 1-7,2-min,2,1.0,9.5,12.0,-1.5,41.0,18,0.8333333333333334,0.16666666666666663
OTT,1,Long (8+),Red Zone,Trailing 1-7,Early Half,7,0.8571428571428571,9.857142857142858,13.571428571428571,-4.285714285714286,1169.5714285714287,52,0.6153846153846154,0.24175824175824168
OTT,1,Long (8+),Red Zone,Trailing 1-7,Late Half,2,1.0,10.0,17.0,-1.5,218.0,21,0.6190476190476191,0.38095238095238093
OTT,1,Long (8+),Red Zone,Trailing 8+,2-min,3,1.0,9.666666666666666,13.333333333333334,-15.0,74.33333333333333,16,0.75,0.25
OTT,1,Long (8+),Red Zone,Trailing 8+,Early Half,6,1.0,10.0,15.5,-16.833333333333332,1142.6666666666667,51,0.6666666666666666,0.33333333333333337
OTT,1,Long (8+),Red Zone,Trailing 8+,Late Half,7,0.7142857142857143,10.0,14.0,-19.142857142857142,278.14285714285717,29,0.7586206896551724,-0.044334975369458074
OTT,1,Medium (4-7),Midfield,Leading 1-7,Early Half,1,1.0,5.0,51.0,5.0,1658.0,2,0.5,0.5
OTT,1,Medium (4-7),Red Zone,Leading 1-7,2-min,1,1.0,4.0,4.0,5.0,109.0,2,1.0,0.0
OTT,1,Medium (4-7),Red Zone,Leading 1-7,Early Half,1,0.0,4.0,4.0,3.0,1085.0,17,0.29411764705882354,-0.29411764705882354
OTT,1,Medium (4-7),Red Zone,Leading 1-7,Late Half,2,0.5,5.0,5.0,3.5,318.0,9,0.5555555555555556,-0.05555555555555558
OTT,1,Medium (4-7),Red Zone,Trailing 1-7,Early Half,1,1.0,5.0,7.0,-7.0,1180.0,11,0.36363636363636365,0.6363636363636364
OTT,1,Medium (4-7),Red Zone,Trailing 1-7,Late Half,1,0.0,6.0,6.0,-1.0,472.0,7,0.42857142857142855,-0.42857142857142855
OTT,1,Medium (4-7),Red Zone,Trailing 8+,2-min,1,1.0,6.0,6.0,-9.0,27.0,5,0.8,0.19999999999999996
OTT,1,Medium (4-7),Red Zone,Trailing 8+,Early Half,1,0.0,4.0,4.0,-13.0,1032.0,6,0.3333333333333333,-0.3333333333333333
OTT,1,Medium (4-7),Red Zone,Trailing 8+,Late Half,2,1.0,6.5,6.5,-27.0,263.5,11,0.7272727272727273,0.2727272727272727
OTT,1,Short (1-3),Red Zone,Leading 1-7,Early Half,1,0.0,2.0,2.0,3.0,1056.0,12,0.0,0.0
OTT,1,Short (1-3),Red Zone,Leading 8+,Late Half,1,0.0,1.0,1.0,20.0,227.0,6,0.16666666666666666,-0.16666666666666666
OTT,1,Short (1-3),Red Zone,Tied,Early Half,1,0.0,3.0,3.0,0.0,1589.0,8,0.0,0.0
OTT,1,Short (1-3),Red Zone,Trailing 1-7,Early Half,1,0.0,1.0,1.0,-7.0,1536.0,11,0.0,0.0
OTT,1,Short (1-3),Red Zone,Trailing 8+,2-min,1,0.0,1.0,1.0,-9.0,21.0,8,0.125,-0.125
OTT,1,Short (1-3),Red Zone,Trailing 8+,Late Half,1,0.0,1.0,1.0,-15.0,576.0,10,0.1,-0.1
OTT,2,Long (8+),Midfield,Leading 1-7,Early Half,3,1.0,10.0,48.666666666666664,5.666666666666667,987.6666666666666,55,0.9272727272727272,0.07272727272727275
OTT,2,Long (8+),Midfield,Leading 1-7,Late Half,2,1.0,10.5,52.0,5.5,481.5,28,0.9285714285714286,0.0714285714285714
OTT,2,Long (8+),Midfield,Leading 8+,2-min,1,1.0,8.0,56.0,27.0,97.0,14,0.6428571428571429,0.3571428571428571
OTT,2,Long (8+),Midfield,Leading 8+,Early Half,1,1.0,10.0,57.0,28.0,1664.0,22,0.8636363636363636,0.13636363636363635
OTT,2,Long (8+),Midfield,Leading 8+,Late Half,1,1.0,8.0,48.0,20.0,324.0,12,0.8333333333333334,0.16666666666666663
OTT,2,Long (8+),Midfield,Tied,Early Half,2,1.0,9.0,56.0,0.0,1675.0,46,0.9347826086956522,0.06521739130434778
OTT,2,Long (8+),Midfield,Trailing 1-7,2-min,2,1.0,10.5,56.5,-1.0,61.0,27,0.9629629629629629,0.03703703703703709
OTT,2,Long (8+),Midfield,Trailing 1-7,Early Half,13,1.0,11.0,52.53846153846154,-3.3846153846153846,1039.6923076923076,72,0.9444444444444444,0.05555555555555558
OTT,2,Long (8+),Midfield,Trailing 1-7,Late Half,1,1.0,10.0,48.0,-1.0,521.0,30,0.8666666666666667,0.1333333333333333
OTT,2,Long (8+),Midfield,Trailing 8+,2-min,1,1.0,13.0,47.0,-8.0,27.0,23,0.8260869565217391,0.17391304347826086
OTT,2,Long (8+),Midfield,Trailing 8+,Early Half,5,1.0,10.6,51.6,-12.0,1146.6,45,0.8888888888888888,0.11111111111111116
OTT,2,Long (8+),Midfield,Trailing 8+,Late Half,5,0.8,12.8,49.8,-12.0,350.8,30,0.9,-0.09999999999999998
OTT,2,Long (8+),Opponent Territory,Leading 1-7,2-min,2,0.5,15.0,39.0,5.0,35.5,10,0.6,-0.09999999999999998
OTT,2,Long (8+),Opponent Territory,Leading 1-7,Early Half,6,1.0,13.333333333333334,32.333333333333336,4.0,1109.8333333333333,39,0.8461538461538461,0.15384615384615385
OTT,2,Long (8+),Opponent Territory,Leading 1-7,Late Half,2,0.5,12.5,30.0,5.0,244.5,17,0.8823529411764706,-0.38235294117647056
OTT,2,Long (8+),Opponent Territory,Leading 8+,Early Half,1,1.0,11.0,33.0,10.0,665.0,28,0.8214285714285714,0.1785714285714286
OTT,2,Long (8+),Opponent Territory,Leading 8+,Late Half,3,1.0,12.333333333333334,30.666666666666668,13.0,415.0,16,0.75,0.25
OTT,2,Long (8+),Opponent Territory,Tied,Early Half,1,1.0,10.0,36.0,0.0,1714.0,27,0.9629629629629629,0.03703703703703709
OTT,2,Long (8+),Opponent Territory,Tied,Late Half,1,1.0,8.0,24.0,0.0,178.0,5,1.0,0.0
OTT,2,Long (8+),Opponent Territory,Trailing 1-7,2-min,1,1.0,9.0,29.0,-1.0,59.0,15,0.9333333333333333,0.06666666666666665
OTT,2,Long (8+),Opponent Territory,Trailing 1-7,Early Half,6,1.0,9.333333333333334,33.166666666666664,-5.0,1255.8333333333333,45,0.8888888888888888,0.11111111111111116
OTT,2,Long (8+),Opponent Territory,Trailing 1-7,Late Half,1,1.0,10.0,40.0,-5.0,282.0,17,1.0,0.0
OTT,2,Long (8+),Opponent Territory,Trailing 8+,2-min,3,0.6666666666666666,10.333333333333334,30.333333333333332,-13.666666666666666,68.0,13,0.9230769230769231,-0.2564102564102565
OTT,2,Long (8+),Opponent Territory,Trailing 8+,Early Half,4,1.0,11.25,30.5,-20.25,1061.0,29,1.0,0.0
OTT,2,Long (8+),Opponent Territory,Trailing 8+,Late Half,5,1.0,14.0,33.6,-14.4,230.4,23,1.0,0.0
OTT,2,Long (8+),Own Deep,Leading 1-7,Early Half,4,1.0,10.5,89.25,5.75,899.25,35,0.9714285714285714,0.02857142857142858
OTT,2,Long (8+),Own Deep,Leading 1-7,Late Half,2,1.0,10.0,83.5,4.5,220.0,15,0.8666666666666667,0.1333333333333333
OTT,2,Long (8+),Own Deep,Leading 8+,2-min,1,0.0,8.0,105.0,28.0,2.0,4,0.25,-0.25
OTT,2,Long (8+),Own Deep,Tied,Early Half,2,1.0,16.5,93.0,0.0,1590.0,32,0.9375,0.0625
OTT,2,Long (8+),Own Deep,Trailing 1-7,2-min,2,1.0,18.0,85.5,-7.0,45.0,8,1.0,0.0
OTT,2,Long (8+),Own Deep,Trailing 1-7,Early Half,2,1.0,10.0,98.0,-1.5,1517.5,31,0.9354838709677419,0.06451612903225812
OTT,2,Long (8+),Own Deep,Trailing 1-7,Late Half,1,1.0,10.0,87.0,-1.0,412.0,20,0.95,0.050000000000000044
OTT,2,Long (8+),Own Deep,Trailing 8+,2-min,7,0.8571428571428571,11.571428571428571,86.28571428571429,-20.0,67.0,19,0.7894736842105263,0.06766917293233077
OTT,2,Long (8+),Own Deep,Trailing 8+,Early Half,7,0.8571428571428571,13.714285714285714,89.71428571428571,-16.857142857142858,953.2857142857143,32,0.84375,0.013392857142857095
OTT,2,Long (8+),Own Deep,Trailing 8+,Late Half,5,0.6,11.2,88.2,-16.2,331.8,15,0.7333333333333333,-0.1333333333333333
OTT,2,Long (8+),Own Territory,Leading 1-7,2-min,1,1.0,8.0,68.0,7.0,96.0,11,0.7272727272727273,0.2727272727272727
OTT,2,Long (8+),Own Territory,Leading 1-7,Early Half,8,1.0,12.5,70.25,4.75,1195.375,79,0.9493670886075949,0.05063291139240511
OTT,2,Long (8+),Own Territory,Leading 1-7,Late Half,2,1.0,17.5,75.0,4.5,392.0,39,0.8717948717948718,0.1282051282051282
OTT,2,Long (8+),Own Territory,Leading 8+,Early Half,8,0.875,14.5,72.625,14.25,961.625,48,0.9166666666666666,-0.04166666666666663
OTT,2,Long (8+),Own Territory,Tied,Early Half,5,1.0,9.8,73.8,0.0,1503.2,67,0.9402985074626866,0.05970149253731338
OTT,2,Long (8+),Own Territory,Trailing 1-7,2-min,1,1.0,10.0,65.0,-7.0,67.0,20,0.95,0.050000000000000044
OTT,2,Long (8+),Own Territory,Trailing 1-7,Early Half,15,0.9333333333333333,11.0,71.33333333333333,-3.3333333333333335,1212.8,105,0.9428571428571428,-0.00952380952380949
OTT,2,Long (8+),Own Territory,Trailing 1-7,Late Half,2,1.0,15.0,70.5,-2.0,455.0,39,0.9487179487179487,0.05128205128205132
OTT,2,Long (8+),Own Territory,Trailing 8+,2-min,4,0.75,11.0,69.0,-14.0,48.75,16,0.875,-0.125
OTT,2,Long (8+),Own Territory,Trailing 8+,Early Half,9,1.0,13.11111111111111,70.11111111111111,-14.0,1193.111111111111,67,0.9104477611940298,0.08955223880597019
OTT,2,Long (8+),Own Territory,Trailing 8+,Late Half,8,1.0,10.25,71.625,-16.5,427.375,37,0.9459459459459459,0.05405405405405406
OTT,2,Long (8+),Red Zone,Leading 1-7,Early Half,4,1.0,10.25,15.5,5.5,731.5,18,0.8888888888888888,0.11111111111111116
OTT,2,Long (8+),Red Zone,Leading 1-7,Late Half,3,1.0,9.0,14.666666666666666,4.333333333333333,318.0,13,0.7692307692307693,0.23076923076923073
OTT,2,Long (8+),Red Zone,Leading 8+,Late Half,1,1.0,10.0,20.0,17.0,486.0,7,1.0,0.0
OTT,2,Long (8+),Red Zone,Tied,Early Half,3,1.0,10.0,13.333333333333334,0.0,1542.3333333333333,24,0.9583333333333334,0.04166666666666663
OTT,2,Long (8+),Red Zone,Trailing 1-7,2-min,1,1.0,9.0,9.0,-2.0,42.0,9,0.8888888888888888,0.11111111111111116
OTT,2,Long (8+),Red Zone,Trailing 1-7,Early Half,5,1.0,10.6,13.6,-4.8,1117.8,18,1.0,0.0
OTT,2,Long (8+),Red Zone,Trailing 1-7,Late Half,2,1.0,10.0,17.0,-1.5,209.0,7,1.0,0.0
OTT,2,Long (8+),Red Zone,Trailing 8+,Early Half,5,0.8,10.0,15.8,-15.2,1026.0,20,0.85,-0.04999999999999993
OTT,2,Long (8+),Red Zone,Trailing 8+,Late Half,4,1.0,10.0,13.0,-17.5,268.5,14,1.0,0.0
OTT,2,Medium (4-7),Midfield,Leading 1-7,2-min,2,0.5,5.5,48.5,6.5,80.5,7,0.7142857142857143,-0.2142857142857143
OTT,2,Medium (4-7),Midfield,Leading 1-7,Early Half,5,1.0,5.8,50.0,3.6,1018.2,42,0.8809523809523809,0.11904761904761907
OTT,2,Medium (4-7),Midfield,Leading 1-7,Late Half,1,1.0,7.0,54.0,5.0,242.0,28,0.9285714285714286,0.0714285714285714
OTT,2,Medium (4-7),Midfield,Leading 8+,2-min,1,1.0,5.0,44.0,25.0,88.0,13,0.46153846153846156,0.5384615384615384
OTT,2,Medium (4-7),Midfield,Leading 8+,Early Half,1,1.0,6.0,43.0,13.0,1740.0,32,0.75,0.25
OTT,2,Medium (4-7),Midfield,Leading 8+,Late Half,6,1.0,5.5,48.833333333333336,16.166666666666668,444.6666666666667,9,1.0,0.0
OTT,2,Medium (4-7),Midfield,Tied,Early Half,2,1.0,5.5,52.0,0.0,1682.0,37,0.8648648648648649,0.1351351351351351
OTT,2,Medium (4-7),Midfield,Trailing 1-7,2-min,2,1.0,4.0,47.0,-1.0,79.5,18,0.8333333333333334,0.16666666666666663
OTT,2,Medium (4-7),Midfield,Trailing 1-7,Early Half,7,1.0,6.142857142857143,51.857142857142854,-5.142857142857143,1190.857142857143,43,0.8837209302325582,0.11627906976744184
OTT,2,Medium (4-7),Midfield,Trailing 8+,2-min,2,0.5,7.0,53.0,-9.5,76.5,12,0.5833333333333334,-0.08333333333333337
OTT,2,Medium (4-7),Midfield,Trailing 8+,Early Half,6,0.5,5.333333333333333,52.333333333333336,-12.0,1372.1666666666667,28,0.8214285714285714,-0.3214285714285714
OTT,2,Medium (4-7),Midfield,Trailing 8+,Late Half,6,0.6666666666666666,5.0,50.5,-19.0,293.5,22,0.7272727272727273,-0.06060606060606066
OTT,2,Medium (4-7),Opponent Territory,Leading 1-7,Early Half,5,1.0,5.2,26.8,4.0,1251.4,30,0.8333333333333334,0.16666666666666663
OTT,2,Medium (4-7),Opponent Territory,Leading 1-7,Late Half,1,1.0,6.0,23.0,3.0,345.0,14,0.7142857142857143,0.2857142857142857
OTT,2,Medium (4-7),Opponent Territory,Leading 8+,2-min,1,1.0,5.0,26.0,10.0,40.0,6,0.5,0.5
OTT,2,Medium (4-7),Opponent Territory,Leading 8+,Early Half,1,1.0,4.0,26.0,13.0,1674.0,19,0.7894736842105263,0.21052631578947367
OTT,2,Medium (4-7),Opponent Territory,Tied,Early Half,3,1.0,5.333333333333333,34.666666666666664,0.0,1543.0,27,0.8518518518518519,0.14814814814814814
OTT,2,Medium (4-7),Opponent Territory,Trailing 1-7,Early Half,4,1.0,5.75,32.0,-2.0,1097.75,35,0.8,0.19999999999999996
OTT,2,Medium (4-7),Opponent Territory,Trailing 8+,2-min,1,0.0,4.0,37.0,-13.0,1.0,3,0.6666666666666666,-0.6666666666666666
OTT,2,Medium (4-7),Opponent Territory,Trailing 8+,Early Half,5,1.0,5.8,34.2,-17.2,1305.4,20,0.95,0.050000000000000044
OTT,2,Medium (4-7),Opponent Territory,Trailing 8+,Late Half,3,0.6666666666666666,5.333333333333333,23.333333333333332,-11.333333333333334,371.0,22,0.7727272727272727,-0.10606060606060608
OTT,2,Medium (4-7),Own Deep,Leading 1-7,2-min,1,0.0,5.0,94.0,6.0,44.0,4,0.75,-0.75
OTT,2,Medium (4-7),Own Deep,Leading 1-7,Early Half,1,1.0,4.0,95.0,3.0,976.0,29,0.8275862068965517,0.1724137931034483
OTT,2,Medium (4-7),Own Deep,Leading 1-7,Late Half,1,0.0,7.0,91.0,2.0,532.0,10,0.9,-0.9
OTT,2,Medium (4-7),Own Deep,Tied,Early Half,1,1.0,5.0,86.0,0.0,1696.0,19,1.0,0.0
OTT,2,Medium (4-7),Own Deep,Trailing 1-7,Early Half,1,1.0,6.0,83.0,-1.0,1028.0,23,0.9130434782608695,0.08695652173913049
OTT,2,Medium (4-7),Own Deep,Trailing 1-7,Late Half,1,1.0,7.0,102.0,-6.0,448.0,11,1.0,0.0
OTT,2,Medium (4-7),Own Deep,Trailing 8+,Early Half,3,1.0,6.0,87.0,-19.0,1128.0,13,1.0,0.0
OTT,2,Medium (4-7),Own Deep,Trailing 8+,Late Half,2,1.0,6.0,92.5,-18.0,285.0,8,1.0,0.0
OTT,2,Medium (4-7),Own Territory,Leading 1-7,Early Half,4,0.5,5.75,71.25,4.75,1432.75,68,0.8088235294117647,-0.3088235294117647
OTT,2,Medium (4-7),Own Territory,Leading 1-7,Late Half,1,1.0,4.0,67.0,3.0,478.0,18,0.8888888888888888,0.11111111111111116
OTT,2,Medium (4-7),Own Territory,Leading 8+,Early Half,1,1.0,7.0,65.0,28.0,1740.0,33,0.8181818181818182,0.18181818181818177
OTT,2,Medium (4-7),Own Territory,Leading 8+,Late Half,2,0.5,6.0,67.5,23.5,269.5,20,0.8,-0.30000000000000004
OTT,2,Medium (4-7),Own Territory,Tied,Early Half,3,1.0,5.333333333333333,67.66666666666667,0.0,1233.0,61,0.8688524590163934,0.1311475409836066
OTT,2,Medium (4-7),Own Territory,Trailing 1-7,Early Half,9,0.6666666666666666,5.666666666666667,68.88888888888889,-3.2222222222222223,1157.6666666666667,79,0.8860759493670886,-0.21940928270042193
OTT,2,Medium (4-7),Own Territory,Trailing 1-7,Late Half,1,1.0,5.0,74.0,-1.0,132.0,21,0.9523809523809523,0.04761904761904767
OTT,2,Medium (4-7),Own Territory,Trailing 8+,2-min,2,1.0,5.5,78.5,-12.0,58.5,11,0.9090909090909091,0.09090909090909094
OTT,2,Medium (4-7),Own Territory,Trailing 8+,Early Half,8,1.0,5.875,70.5,-20.125,1133.5,42,0.8571428571428571,0.1428571428571429
OTT,2,Medium (4-7),Own Territory,Trailing 8+,Late Half,4,1.0,6.25,66.75,-18.75,287.0,20,0.95,0.050000000000000044
OTT,2,Medium (4-7),Red Zone,Leading 1-7,2-min,1,1.0,4.0,4.0,5.0,104.0,3,0.6666666666666666,0.33333333333333337
OTT,2,Medium (4-7),Red Zone,Leading 1-7,Early Half,1,1.0,4.0,4.0,3.0,1042.0,23,0.9130434782608695,0.08695652173913049
OTT,2,Medium (4-7),Red Zone,Leading 1-7,Late Half,2,0.0,4.0,7.5,4.5,136.0,11,0.7272727272727273,-0.7272727272727273
OTT,2,Medium (4-7),Red Zone,Leading 8+,Late Half,1,1.0,6.0,14.0,20.0,247.0,14,0.7142857142857143,0.2857142857142857
OTT,2,Medium (4-7),Red Zone,Tied,2-min,1,1.0,4.0,4.0,0.0,17.0,1,1.0,0.0
OTT,2,Medium (4-7),Red Zone,Tied,Early Half,3,1.0,5.333333333333333,12.0,0.0,1567.6666666666667,17,0.7647058823529411,0.23529411764705888
OTT,2,Medium (4-7),Red Zone,Trailing 1-7,Early Half,3,1.0,4.333333333333333,11.666666666666666,-5.666666666666667,1232.6666666666667,22,0.8181818181818182,0.18181818181818177
OTT,2,Medium (4-7),Red Zone,Trailing 8+,Late Half,5,1.0,5.2,12.0,-17.6,278.2,16,0.875,0.125
OTT,2,Short (1-3),Midfield,Leading 1-7,2-min,1,0.0,1.0,50.0,3.0,100.0,5,0.4,-0.4
OTT,2,Short (1-3),Midfield,Leading 1-7,Early Half,3,0.3333333333333333,2.3333333333333335,46.666666666666664,5.0,1307.3333333333333,21,0.09523809523809523,0.23809523809523808
OTT,2,Short (1-3),Midfield,Leading 1-7,Late Half,1,0.0,3.0,59.0,6.0,555.0,14,0.14285714285714285,-0.14285714285714285
OTT,2,Short (1-3),Midfield,Leading 8+,Late Half,1,0.0,1.0,54.0,24.0,391.0,7,0.42857142857142855,-0.42857142857142855
OTT,2,Short (1-3),Midfield,Tied,2-min,1,0.0,2.0,52.0,0.0,34.0,3,0.0,0.0
OTT,2,Short (1-3),Midfield,Trailing 1-7,2-min,3,0.3333333333333333,1.3333333333333333,53.666666666666664,-1.0,76.66666666666667,8,0.625,-0.2916666666666667
OTT,2,Short (1-3),Midfield,Trailing 1-7,Early Half,2,0.0,1.0,56.0,-5.5,1597.5,32,0.3125,-0.3125
OTT,2,Short (1-3),Midfield,Trailing 1-7,Late Half,2,0.5,2.0,51.0,-4.0,150.0,13,0.46153846153846156,0.038461538461538436
OTT,2,Short (1-3),Midfield,Trailing 8+,Early Half,1,0.0,2.0,59.0,-15.0,1680.0,21,0.19047619047619047,-0.19047619047619047
OTT,2,Short (1-3),Midfield,Trailing 8+,Late Half,3,0.3333333333333333,1.3333333333333333,45.333333333333336,-19.666666666666668,376.3333333333333,18,0.5,-0.16666666666666669
OTT,2,Short (1-3),Opponent Territory,Leading 1-7,2-min,1,0.0,1.0,35.0,3.0,69.0,4,0.25,-0.25
